地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2011/06/30,23:45:44.4,長野県中部,36°12.8′N,137°56.6′E,5 km,2.4,震度２
2011/06/30,23:07:58.4,千葉県北東部,35°27.6′N,140°24.7′E,31 km,3.5,震度２
2011/06/30,21:42:46.6,宮城県沖,38°43.6′N,142°22.9′E,38 km,4.2,震度２
2011/06/30,19:22:44.4,福島県沖,37°20.6′N,141°35.3′E,43 km,4.8,震度３
2011/06/30,14:58:57.0,岩手県沖,39°09.2′N,142°24.9′E,31 km,4.0,震度２
2011/06/30,14:11:36.2,長野県中部,36°12.1′N,137°57.1′E,4 km,3.4,震度４
2011/06/30,13:53:59.1,長野県中部,36°12.3′N,137°56.7′E,4 km,3.1,震度３
2011/06/30,13:18:07.0,岩手県内陸北部,39°52.3′N,141°08.8′E,8 km,3.5,震度３
2011/06/30,10:19:34.5,千葉県北東部,35°43.4′N,140°40.9′E,48 km,3.5,震度２
2011/06/30,09:20:56.5,長野県中部,36°11.9′N,137°58.5′E,3 km,2.4,震度２
2011/06/30,09:17:56.7,秋田県内陸南部,39°35.6′N,140°38.1′E,5 km,2.8,震度２
2011/06/30,08:30:52.3,長野県中部,36°12.4′N,137°56.8′E,5 km,2.5,震度２
2011/06/30,08:21:33.7,長野県中部,36°11.3′N,137°57.2′E,4 km,5.1,震度４
2011/06/30,08:16:37.0,長野県中部,36°11.3′N,137°57.2′E,4 km,5.4,震度５強
2011/06/30,07:14:37.0,千葉県北東部,35°44.1′N,140°37.1′E,51 km,4.6,震度３
2011/06/30,05:56:48.5,新潟県中越地方,37°02.3′N,138°42.7′E,8 km,2.3,震度２
2011/06/30,04:52:02.7,茨城県沖,36°33.2′N,140°56.9′E,19 km,3.8,震度２
2011/06/30,04:45:28.4,長野県中部,36°11.6′N,137°57.0′E,5 km,2.4,震度２
2011/06/30,02:09:32.9,宮城県沖,38°12.8′N,141°35.8′E,53 km,4.0,震度２
2011/06/30,00:59:38.9,宮城県沖,38°26.1′N,141°50.1′E,57 km,3.9,震度２
2011/06/29,23:36:11.1,伊予灘,33°24.8′N,131°54.7′E,64 km,3.8,震度２
2011/06/29,23:19:33.8,福島県沖,36°57.3′N,141°04.3′E,51 km,3.9,震度２
2011/06/29,22:18:04.1,新潟県中越地方,36°56.7′N,138°36.8′E,4 km,2.7,震度２
2011/06/29,22:05:59.1,福島県浜通り,37°10.1′N,140°53.9′E,9 km,3.2,震度２
2011/06/29,20:58:58.2,長野県中部,36°11.8′N,137°57.0′E,5 km,2.3,震度２
2011/06/29,20:04:07.4,長野県中部,36°11.5′N,137°57.2′E,5 km,2.8,震度３
2011/06/29,19:32:38.8,長野県中部,36°11.4′N,137°57.1′E,4 km,3.4,震度３
2011/06/29,16:18:55.7,茨城県沖,36°48.4′N,141°09.8′E,34 km,3.9,震度２
2011/06/29,14:40:20.4,福島県会津,37°40.7′N,139°56.3′E,8 km,2.8,震度２
2011/06/29,14:34:05.9,福島県会津,37°40.5′N,139°56.3′E,8 km,2.7,震度２
2011/06/29,14:29:29.3,福島県会津,37°40.8′N,139°56.4′E,9 km,2.8,震度２
2011/06/29,14:27:20.7,福島県会津,37°40.9′N,139°56.5′E,8 km,3.3,震度３
2011/06/29,12:58:36.5,宮城県沖,38°53.3′N,141°58.1′E,50 km,3.8,震度２
2011/06/29,12:02:55.0,静岡県東部,35°18.1′N,138°42.3′E,10 km,2.7,震度２
2011/06/29,11:04:55.8,福島県浜通り,37°08.0′N,140°51.1′E,7 km,3.3,震度３
2011/06/29,10:51:03.8,福島県浜通り,37°08.2′N,140°51.6′E,7 km,3.8,震度２
2011/06/29,02:45:45.7,熊本県熊本地方,33°01.0′N,130°44.5′E,11 km,3.1,震度２
2011/06/29,01:17:17.4,福島県沖,37°07.9′N,141°03.8′E,54 km,3.9,震度２
2011/06/28,22:22:58.6,宮城県沖,38°12.4′N,142°00.0′E,50 km,4.2,震度２
2011/06/28,21:18:26.2,熊本県熊本地方,33°01.4′N,130°44.1′E,11 km,4.2,震度４
2011/06/28,19:46:39.6,福島県浜通り,37°07.7′N,140°51.5′E,7 km,2.9,震度２
2011/06/28,17:11:08.7,宮城県沖,38°26.4′N,141°50.0′E,57 km,3.6,震度２
2011/06/28,15:50:57.1,宮城県沖,38°25.5′N,141°47.1′E,56 km,4.0,震度２
2011/06/28,12:45:04.1,福島県浜通り,37°07.3′N,140°52.3′E,9 km,4.3,震度３
2011/06/28,03:22:48.7,茨城県沖,36°27.4′N,141°00.3′E,54 km,3.8,震度２
2011/06/28,00:04:47.5,千葉県東方沖,35°49.0′N,140°59.9′E,18 km,4.5,震度２
2011/06/27,20:48:39.5,福島県中通り,37°02.1′N,140°34.4′E,9 km,3.4,震度２
2011/06/26,21:29:06.1,宮城県沖,38°22.0′N,141°49.9′E,59 km,3.9,震度２
2011/06/26,18:40:16.6,秋田県内陸北部,40°14.1′N,140°22.8′E,13 km,3.7,震度２
2011/06/26,12:00:15.6,茨城県沖,36°37.7′N,141°02.3′E,47 km,3.8,震度２
2011/06/26,11:42:53.3,茨城県北部,36°44.5′N,140°35.0′E,8 km,3.3,震度２
2011/06/26,07:58:17.2,茨城県南部,35°58.4′N,140°05.4′E,62 km,3.5,震度２
2011/06/26,06:38:18.1,福島県沖,36°54.6′N,141°04.8′E,51 km,4.1,震度２
2011/06/26,05:11:34.6,秋田県内陸南部,39°35.7′N,140°38.0′E,4 km,3.9,震度３
2011/06/25,22:04:58.8,日高地方西部,42°53.8′N,142°38.2′E,103 km,4.1,震度２
2011/06/25,18:59:32.3,茨城県南部,36°01.1′N,140°05.8′E,63 km,3.7,震度２
2011/06/25,17:25:34.3,福島県浜通り,37°05.7′N,140°50.8′E,9 km,4.1,震度３
2011/06/25,17:02:41.0,福島県浜通り,37°05.5′N,140°50.9′E,10 km,3.2,震度３
2011/06/25,17:01:51.7,福島県浜通り,37°05.7′N,140°50.7′E,9 km,4.0,震度３
2011/06/25,16:06:02.2,福島県中通り,36°57.8′N,140°32.2′E,6 km,4.5,震度３
2011/06/25,15:54:27.8,福島県沖,37°01.1′N,142°27.9′E,15 km,4.7,震度２
2011/06/25,11:37:32.2,秋田県内陸北部,40°02.4′N,140°32.6′E,10 km,3.1,震度２
2011/06/25,09:44:18.1,岩手県沖,39°40.7′N,142°07.6′E,48 km,4.3,震度２
2011/06/25,02:39:26.4,浦河沖,41°57.9′N,142°43.2′E,57 km,5.4,震度３
2011/06/25,02:25:15.5,福島県沖,36°54.4′N,141°03.7′E,51 km,3.9,震度２
2011/06/25,00:22:53.4,福島県沖,37°06.2′N,141°08.2′E,53 km,4.1,震度２
2011/06/24,23:46:53.3,福島県沖,37°01.4′N,141°05.6′E,52 km,4.3,震度３
2011/06/24,23:39:03.1,宮城県中部,38°19.0′N,140°42.0′E,12 km,3.2,震度２
2011/06/24,18:43:59.7,岩手県沖,39°40.8′N,142°07.2′E,48 km,3.9,震度２
2011/06/24,15:54:31.2,茨城県沖,35°59.2′N,141°09.8′E,25 km,4.3,震度２
2011/06/24,10:00:15.7,茨城県北部,36°22.3′N,140°37.6′E,53 km,3.7,震度２
2011/06/24,09:45:43.5,福島県会津,37°40.6′N,139°55.9′E,9 km,2.7,震度２
2011/06/24,09:41:04.4,宮崎県北部平野部,32°39.0′N,131°39.1′E,16 km,3.4,震度２
2011/06/24,09:36:41.4,福島県会津,37°40.5′N,139°55.8′E,9 km,3.7,震度３
2011/06/24,03:48:02.1,伊豆大島近海,34°37.1′N,139°14.8′E,10 km,3.6,震度２
2011/06/23,21:00:12.8,愛知県西部,34°53.6′N,136°50.8′E,11 km,3.4,震度２
2011/06/23,20:38:31.8,種子島南東沖,30°14.9′N,131°36.5′E,50 km,4.7,震度２
2011/06/23,19:35:02.2,宮城県沖,38°28.0′N,141°36.4′E,57 km,5.3,震度４
2011/06/23,19:15:56.8,岩手県沖,39°58.3′N,142°25.4′E,38 km,4.3,震度２
2011/06/23,17:22:49.3,福島県沖,37°03.9′N,141°10.4′E,50 km,4.5,震度４
2011/06/23,17:22:24.7,岩手県沖,39°56.4′N,142°29.0′E,35 km,4.0,震度２
2011/06/23,17:09:29.7,福島県中通り,36°59.9′N,140°30.3′E,5 km,3.5,震度２
2011/06/23,08:47:49.8,福島県沖,37°21.9′N,141°08.5′E,34 km,3.8,震度２
2011/06/23,06:50:50.7,岩手県沖,39°56.8′N,142°35.4′E,36 km,6.9,震度５弱
2011/06/23,03:56:54.6,長野県北部,36°48.2′N,138°35.6′E,1 km,3.2,震度２
2011/06/23,03:19:02.4,茨城県北部,36°25.7′N,140°33.1′E,53 km,3.8,震度３
2011/06/22,23:28:55.7,岩手県沖,40°03.8′N,142°54.8′E,23 km,5.5,震度３
2011/06/22,19:16:02.3,宮城県沖,38°38.2′N,141°54.5′E,49 km,3.9,震度２
2011/06/22,12:17:44.2,福島県沖,37°47.2′N,141°48.6′E,32 km,4.1,震度２
2011/06/22,10:39:34.5,岩手県沖,39°10.7′N,142°10.8′E,52 km,4.0,震度２
2011/06/22,06:52:42.0,宮城県沖,38°53.2′N,141°58.3′E,50 km,3.9,震度２
2011/06/22,06:15:58.6,茨城県沖,36°17.6′N,141°51.0′E,73 km,5.0,震度２
2011/06/22,05:26:59.5,福島県沖,37°17.5′N,141°22.6′E,46 km,3.4,震度２
2011/06/21,23:30:59.0,千葉県東方沖,35°22.8′N,140°26.7′E,54 km,4.3,震度２
2011/06/21,18:51:49.0,石狩地方中部,42°58.2′N,141°25.4′E,0 km,3.8,震度２
2011/06/21,17:49:39.9,茨城県沖,35°45.5′N,141°28.4′E,21 km,5.5,震度３
2011/06/21,17:37:33.6,福島県会津,37°40.8′N,139°56.4′E,8 km,2.8,震度２
2011/06/21,14:17:00.9,宮城県沖,38°34.8′N,141°43.8′E,61 km,4.0,震度２
2011/06/21,13:39:50.9,宮城県沖,38°40.2′N,142°01.3′E,45 km,4.1,震度３
2011/06/21,11:28:08.5,秋田県内陸南部,39°36.7′N,140°37.9′E,5 km,3.4,震度３
2011/06/21,07:26:39.9,福島県沖,37°03.7′N,141°08.1′E,51 km,3.8,震度２
2011/06/20,12:13:04.9,福島県会津,37°03.3′N,139°30.2′E,8 km,3.0,震度２
2011/06/20,10:46:35.9,千葉県東方沖,35°31.4′N,140°56.6′E,40 km,4.6,震度３
2011/06/20,07:25:34.0,福島県浜通り,37°06.9′N,140°50.1′E,7 km,2.7,震度２
2011/06/20,06:55:32.6,福島県浜通り,37°07.0′N,140°50.0′E,8 km,3.3,震度３
2011/06/20,06:17:09.4,福島県浜通り,37°06.8′N,140°51.6′E,7 km,3.7,震度３
2011/06/20,04:50:57.7,福島県中通り,36°55.7′N,140°28.6′E,6 km,3.8,震度２
2011/06/20,03:58:33.8,福島県沖,36°55.0′N,141°23.4′E,46 km,4.3,震度３
2011/06/20,03:13:01.7,茨城県沖,36°46.4′N,141°17.5′E,30 km,4.7,震度２
2011/06/20,00:49:24.3,宮城県沖,38°31.4′N,141°55.2′E,44 km,4.1,震度２
2011/06/19,17:46:41.9,岩手県沖,39°36.2′N,142°06.4′E,48 km,3.7,震度２
2011/06/19,15:52:46.1,千葉県東方沖,35°30.9′N,141°00.9′E,38 km,4.5,震度２
2011/06/19,15:41:04.8,福島県沖,37°23.4′N,141°25.7′E,34 km,3.9,震度２
2011/06/19,06:15:46.4,長野県北部,36°48.9′N,138°38.7′E,2 km,3.0,震度２
2011/06/19,06:14:46.9,長野県北部,36°49.0′N,138°38.6′E,2 km,3.4,震度２
2011/06/19,04:17:37.9,茨城県北部,36°42.3′N,140°35.5′E,9 km,3.1,震度２
2011/06/19,04:10:29.3,福島県沖,36°59.1′N,141°11.9′E,28 km,4.3,震度３
2011/06/19,04:01:31.1,茨城県北部,36°42.5′N,140°36.1′E,7 km,3.3,震度２
2011/06/19,03:26:20.9,宮城県中部,38°18.9′N,140°41.9′E,12 km,2.8,震度２
2011/06/18,20:31:04.6,福島県沖,37°37.0′N,141°49.2′E,28 km,6.0,震度４
2011/06/18,18:57:54.9,千葉県北西部,35°40.1′N,140°06.9′E,71 km,4.2,震度２
2011/06/18,18:12:49.5,福島県沖,37°00.1′N,141°10.0′E,48 km,4.0,震度３
2011/06/18,13:39:04.6,福島県中通り,37°03.6′N,140°37.6′E,15 km,4.6,震度４
2011/06/18,13:33:22.4,茨城県北部,36°40.9′N,140°37.2′E,12 km,3.8,震度３
2011/06/18,10:40:20.7,宮城県沖,38°21.2′N,141°47.9′E,57 km,3.8,震度２
2011/06/18,08:19:55.4,石川県加賀地方,36°20.7′N,136°44.0′E,7 km,3.3,震度２
2011/06/18,06:27:33.8,岩手県内陸北部,40°11.8′N,141°21.8′E,9 km,2.6,震度２
2011/06/18,05:48:44.3,宮城県中部,38°18.9′N,140°42.0′E,12 km,2.9,震度２
2011/06/18,05:13:04.5,岩手県沖,40°08.9′N,142°03.5′E,60 km,3.7,震度２
2011/06/18,04:48:24.4,岐阜県飛騨地方,36°09.3′N,137°26.1′E,7 km,3.8,震度３
2011/06/17,21:09:07.3,日向灘,32°40.8′N,132°08.0′E,37 km,4.1,震度２
2011/06/17,19:29:07.9,広島県北部,34°59.0′N,132°48.8′E,7 km,2.8,震度２
2011/06/17,12:50:58.1,茨城県北部,36°41.6′N,140°38.3′E,5 km,3.3,震度２
2011/06/17,04:00:13.2,千葉県東方沖,35°25.0′N,141°17.1′E,31 km,4.9,震度２
2011/06/16,23:38:42.7,福島県沖,36°57.7′N,141°42.6′E,49 km,4.3,震度２
2011/06/16,23:32:21.1,島根県東部,35°05.7′N,132°40.0′E,9 km,3.9,震度３
2011/06/16,15:53:01.9,茨城県北部,36°43.1′N,140°37.3′E,5 km,4.2,震度３
2011/06/16,11:56:16.4,福島県会津,37°39.9′N,139°56.0′E,8 km,2.9,震度２
2011/06/16,00:56:43.4,茨城県北部,36°42.1′N,140°34.7′E,8 km,3.9,震度３
2011/06/16,00:36:32.7,宮城県沖,38°51.1′N,142°03.3′E,46 km,3.8,震度２
2011/06/16,00:16:33.1,宮城県沖,38°19.3′N,142°15.4′E,39 km,4.2,震度２
2011/06/15,21:48:26.8,宮城県沖,38°54.8′N,141°56.2′E,52 km,4.0,震度２
2011/06/15,16:42:09.0,茨城県沖,36°03.6′N,140°40.4′E,12 km,3.5,震度２
2011/06/15,08:15:50.8,福島県浜通り,36°57.9′N,140°40.1′E,7 km,3.8,震度２
2011/06/15,02:54:46.6,岩手県沖,39°30.0′N,142°33.1′E,28 km,4.6,震度２
2011/06/15,01:51:40.3,岩手県内陸南部,39°02.6′N,140°52.3′E,5 km,3.8,震度２
2011/06/14,23:56:00.0,岩手県沖,39°29.4′N,142°31.7′E,28 km,5.3,震度３
2011/06/14,22:06:52.8,三陸沖,37°48.7′N,143°34.9′E,50 km,6.0,震度３
2011/06/14,21:48:54.9,釧路沖,43°07.0′N,145°21.6′E,73 km,5.1,震度４
2011/06/14,05:59:35.1,福島県沖,37°20.1′N,141°19.7′E,33 km,4.4,震度２
2011/06/14,05:14:25.4,トカラ列島近海,29°13.4′N,129°12.7′E,14 km,2.9,震度２
2011/06/13,17:51:34.8,茨城県沖,36°32.4′N,140°40.6′E,16 km,3.0,震度２
2011/06/13,16:44:43.0,千葉県北東部,35°43.1′N,140°40.0′E,46 km,3.6,震度２
2011/06/13,15:50:29.3,三陸沖,39°56.8′N,143°13.6′E,16 km,5.1,震度２
2011/06/13,13:53:44.5,石川県加賀地方,36°20.8′N,136°44.4′E,8 km,3.3,震度２
2011/06/13,05:48:14.3,奄美大島近海,28°00.0′N,130°15.4′E,35 km,4.6,震度３
2011/06/13,05:22:48.6,宮城県沖,38°41.9′N,141°48.2′E,53 km,3.9,震度３
2011/06/13,03:31:21.8,茨城県沖,36°29.2′N,140°56.5′E,17 km,4.4,震度２
2011/06/13,01:53:44.6,岐阜県飛騨地方,36°05.3′N,137°30.1′E,8 km,3.2,震度２
2011/06/12,22:33:59.9,茨城県北部,36°47.4′N,140°32.4′E,8 km,3.5,震度２
2011/06/12,21:57:53.4,茨城県沖,36°14.1′N,141°45.2′E,29 km,4.9,震度２
2011/06/12,20:33:08.8,トカラ列島近海,29°08.4′N,129°12.1′E,11 km,2.7,震度２
2011/06/12,17:27:46.9,福島県中通り,36°51.0′N,140°31.5′E,7 km,3.6,震度２
2011/06/12,17:09:45.4,茨城県沖,36°24.7′N,141°04.8′E,47 km,4.6,震度３
2011/06/12,12:11:53.4,新潟県中越地方,37°01.1′N,138°42.2′E,8 km,2.5,震度２
2011/06/12,09:37:56.2,千葉県東方沖,35°47.1′N,140°53.0′E,11 km,4.4,震度３
2011/06/12,06:16:48.6,福島県浜通り,37°05.8′N,140°41.4′E,9 km,3.2,震度２
2011/06/12,05:08:58.4,福島県沖,37°12.9′N,141°12.6′E,21 km,4.5,震度４
2011/06/12,01:54:03.2,福島県会津,37°40.2′N,139°56.1′E,8 km,3.2,震度２
2011/06/11,22:20:03.8,秋田県内陸南部,39°36.7′N,140°38.3′E,4 km,2.9,震度２
2011/06/11,15:34:13.5,福島県浜通り,36°56.8′N,140°39.8′E,5 km,4.2,震度２
2011/06/11,15:18:54.6,茨城県沖,35°54.9′N,141°00.9′E,19 km,4.3,震度２
2011/06/11,11:08:32.4,宮城県沖,38°26.4′N,142°13.5′E,29 km,4.0,震度２
2011/06/11,08:20:46.0,福島県沖,37°14.6′N,141°18.8′E,34 km,3.9,震度２
2011/06/11,07:35:53.9,宮城県沖,38°21.8′N,142°13.3′E,36 km,5.0,震度３
2011/06/11,06:23:49.2,福島県沖,37°24.7′N,141°23.9′E,46 km,3.9,震度２
2011/06/11,00:40:55.4,福島県浜通り,36°56.2′N,140°41.0′E,11 km,3.9,震度２
2011/06/11,00:35:07.6,福島県沖,37°16.5′N,141°14.9′E,37 km,3.6,震度２
2011/06/10,22:39:44.8,宮城県沖,38°37.1′N,141°54.2′E,48 km,4.4,震度３
2011/06/10,17:18:29.6,茨城県沖,36°28.7′N,140°59.2′E,19 km,4.4,震度３
2011/06/10,07:26:59.4,福島県中通り,37°05.3′N,140°35.1′E,13 km,3.0,震度２
2011/06/10,06:03:16.4,千葉県北東部,35°44.1′N,140°50.0′E,13 km,3.8,震度２
2011/06/10,03:15:53.3,岩手県沖,40°09.1′N,142°23.7′E,37 km,4.7,震度３
2011/06/10,00:40:56.3,宮城県沖,37°53.7′N,141°39.1′E,49 km,4.4,震度２
2011/06/09,20:20:50.9,奄美大島近海,28°18.0′N,129°33.6′E,26 km,3.9,震度２
2011/06/09,19:38:32.9,茨城県沖,36°29.8′N,140°58.2′E,13 km,5.7,震度４
2011/06/09,19:26:02.8,福島県沖,37°13.5′N,142°16.6′E,22 km,5.2,震度２
2011/06/09,13:47:10.7,秋田県内陸南部,39°36.6′N,140°38.0′E,4 km,3.6,震度３
2011/06/09,13:33:36.8,石川県加賀地方,36°20.8′N,136°44.4′E,7 km,3.7,震度３
2011/06/09,07:11:14.0,岩手県沖,39°02.4′N,142°26.5′E,34 km,5.0,震度４
2011/06/09,03:18:18.5,長野県南部,35°54.3′N,137°38.4′E,7 km,2.9,震度２
2011/06/08,08:09:04.0,福島県沖,37°05.9′N,141°08.6′E,51 km,3.6,震度２
2011/06/08,06:53:18.8,福島県沖,37°14.0′N,141°13.1′E,35 km,3.5,震度２
2011/06/08,06:36:52.8,愛媛県東予,33°57.8′N,132°58.6′E,40 km,3.8,震度２
2011/06/08,03:30:42.1,宮城県沖,38°37.1′N,141°54.4′E,48 km,3.8,震度２
2011/06/08,00:44:22.9,福島県沖,37°12.0′N,141°22.9′E,48 km,3.8,震度２
2011/06/07,13:02:32.1,岩手県沖,40°21.1′N,142°04.8′E,50 km,3.9,震度２
2011/06/07,05:37:15.1,福島県沖,37°26.3′N,141°28.9′E,39 km,3.6,震度２
2011/06/07,05:10:27.1,福島県沖,37°46.3′N,141°36.0′E,48 km,4.6,震度３
2011/06/06,19:24:16.3,岐阜県飛騨地方,36°06.2′N,137°28.3′E,8 km,4.1,震度３
2011/06/06,12:00:05.0,宮城県沖,38°19.2′N,142°12.9′E,40 km,4.0,震度２
2011/06/05,20:36:50.6,福島県浜通り,37°03.9′N,140°46.3′E,10 km,3.7,震度２
2011/06/05,20:16:37.0,福島県浜通り,37°03.0′N,140°46.3′E,11 km,4.4,震度３
2011/06/05,19:46:06.3,福島県浜通り,36°55.2′N,140°44.0′E,14 km,3.9,震度２
2011/06/05,18:10:38.9,福島県浜通り,37°05.1′N,140°47.8′E,6 km,3.4,震度２
2011/06/05,17:32:38.9,福島県浜通り,37°06.7′N,140°49.3′E,7 km,3.5,震度２
